protein,l2FC,Q1,Q3,p,padj
KRT18,-0.6554655933400433,-0.8414071287977887,-0.15129048345799134,0.2222222222222222,0.42818428184281837
KRT5,0.3139555002223169,-0.11747873656957708,0.37990489184384657,1,1
LASP1,-0.6407097081140183,-0.9958304542535981,0.5220969018606993,0.5476190476190477,0.6959019532746075
LBR,1.0144484060096293,0.10247037220066169,2.325982596009249,0.15079365079365079,0.33874971789663727
LCAT,0.48837156676470883,-0.14437558922477578,1.4177901878601986,0.42063492063492064,0.6078687572590011
LCN15,0.5369903945739694,0.10366479752409319,0.5843190750651175,0.05555555555555555,0.21944444444444444
LDB3B,-1.5975269857561862,-1.7661348362910871,-1.0479119917620032,0.007936507936507936,0.08956916099773243
LDHA,0.12377140754217208,-0.31535242711257894,0.3794294389729984,1,1
LDHB,-0.27696837630633375,-0.6883904786902129,0.3193193682809383,0.6904761904761905,0.8081128747795414
LECT2,-0.2722827154250602,-1.2782118346338045,0.2511715448903047,0.30952380952380953,0.5024461839530333
LIPT1,-0.8408251374606532,-1.4302191869914491,-0.45642875764588275,0.15079365079365079,0.33874971789663727
LMNA,0.5838397369338288,0.3701739559984425,1.7253956007015336,0.15079365079365079,0.33874971789663727
LMNB2,0.769060931622267,0.11416813050697172,1.2286387182777112,0.2222222222222222,0.42818428184281837
LUM,0.2532200321491338,-0.18984140170449137,0.5885032315793204,0.6904761904761905,0.8081128747795414
MASP1,0.613118104248505,0.13651232067283736,1.0389602490626597,0.2222222222222222,0.42818428184281837
MC6AST3,-0.6339735872760777,-1.876783744392263,-0.17703165737397342,0.2222222222222222,0.42818428184281837
MDH1,-0.8301567247589858,-0.9438916898548086,-0.19032265812133886,0.031746031746031744,0.16535845107273678
MDH2,-0.7148632057599329,-1.2300034531512782,-0.45380506714752045,0.05555555555555555,0.21944444444444444
MFGE8,0.3531015231687036,0.13800015242888897,0.9229242734363261,0.15079365079365079,0.33874971789663727
MIF,-0.6528985263263429,-1.2944757821408572,0.07052101964180224,0.30952380952380953,0.5024461839530333
MST1,-0.37461823124660043,-0.6110249371734948,-0.0710885272581141,0.2222222222222222,0.42818428184281837
MURCB,-1.2775522397952397,-1.8577066163665314,-0.6292328951031276,0.09523809523809523,0.28937728937728935
MVP,-1.18995563332739,-1.6324577045030289,-0.9228155349513969,0.007936507936507936,0.08956916099773243
MYBPC2B,0.31060712294988235,-0.17704626654412792,0.6772856041697306,0.42063492063492064,0.6078687572590011
MYBPHB,-0.7072625684274847,-1.2164504387319823,0.1405951228232425,0.30952380952380953,0.5024461839530333
MYEOV2,-1.162803403558815,-1.3385742742321547,0.2414817830827687,0.30952380952380953,0.5024461839530333
MYH13,-1.43580810928065,-1.7248332250345726,-0.8636363564216829,0.015873015873015872,0.1122956645344705
MYL6,-0.4610193989364433,-0.9145102608049385,0.28578407091618274,0.5476190476190477,0.6959019532746075
MYLZ3,-1.9621477985474165,-1.9921069595601715,-1.2820681479687046,0.007936507936507936,0.08956916099773243
MYOM1,-1.1038427443836607,-1.3471968311736724,-0.5799564506466108,0.09523809523809523,0.28937728937728935
"NAA10",-0.8969905415861756,-1.5065807098600654,-0.7967903392089237,0.007936507936507936,0.08956916099773243
"NACA",-0.8270890135552893,-1.4619969800231285,-0.3724371197204075,0.09523809523809523,0.28937728937728935
"NAP1L4A",-0.9857797988753987,-1.0836829805080619,-0.31452844448662987,0.031746031746031744,0.16535845107273678
"NAV1",1.1136648869941723,0.03700913753811008,1.286463760075872,0.2222222222222222,0.42818428184281837
NCCRP1,0.3773882718363275,0.11136674798563462,1.553074928091002,0.05555555555555555,0.21944444444444444
NCL,-1.025632481676226,-1.1162858547813705,-0.48358791347870067,0.031746031746031744,0.16535845107273678
NEURLA,0.8047042053168525,0.06973757641490508,1.0367150105169944,0.2222222222222222,0.42818428184281837
Nfu_g_1_000275,0.5610536082600035,-0.18776700999782392,1.9161915270809864,0.42063492063492064,0.6078687572590011
Nfu_g_1_000564,1.4954937047824295,0.8625436713987895,1.647455597074826,0.015873015873015872,0.1122956645344705
Nfu_g_1_000816,-0.28605445554660136,-0.797532519452858,0.23261637818831105,0.30952380952380953,0.5024461839530333
Nfu_g_1_001221,0.9172008708588404,0.33759967107906874,1.5973637669775638,0.15079365079365079,0.33874971789663727
Nfu_g_1_001425,0.27684991989936236,-0.020754619349197867,0.7253568384588522,0.30952380952380953,0.5024461839530333
Nfu_g_1_001572,-0.7371547023077909,-1.3717482254489681,-0.40794328897863963,0.05555555555555555,0.21944444444444444
Nfu_g_1_002158,-0.3919273119030393,-0.6444725881778552,0.35947865935143497,0.8412698412698413,0.8900935374149659
Nfu_g_1_002738,0.3079700571261874,-0.29588095865731034,1.041053869692444,0.5476190476190477,0.6959019532746075
Nfu_g_1_004728,0.4763297666749171,-0.10580202539062711,0.9570279253365364,0.42063492063492064,0.6078687572590011
Nfu_g_1_006592,0.3963940894353648,-0.32049953894861716,0.7978524295617078,0.30952380952380953,0.5024461839530333
Nfu_g_1_006847,0.14172168927829887,-1.093254037489654,0.6713316954802515,0.8412698412698413,0.8900935374149659
Nfu_g_1_006903,0.19443470598596235,-0.565154838070594,0.5991477667807921,0.5476190476190477,0.6959019532746075
Nfu_g_1_006955,-0.2530411931769745,-0.6693602821427262,0.2291791493051356,0.5476190476190477,0.6959019532746075
Nfu_g_1_007065,0.10357469435767896,-0.12179258742744992,0.5707963736312927,0.42063492063492064,0.6078687572590011
Nfu_g_1_007460,1.063378834348745,0.5640157351144985,1.25710806992865,0.09523809523809523,0.28937728937728935
Nfu_g_1_007614,0.27870016995559865,-0.20586172120096435,1.1719860663866442,0.42063492063492064,0.6078687572590011
Nfu_g_1_007654,0.18714077994432898,-0.4809473807792273,0.9050498188728859,0.6904761904761905,0.8081128747795414
Nfu_g_1_007730,0.4448419413936868,-0.6060682494639309,1.07388638088878,0.6904761904761905,0.8081128747795414
Nfu_g_1_007810,0.5293063106997593,0.18399689565061905,0.896593346432887,0.05555555555555555,0.21944444444444444
Nfu_g_1_008443,0.6965178104882241,0.515087256007341,1.220857092727254,0.015873015873015872,0.1122956645344705
Nfu_g_1_008499,-0.7032393685357938,-1.0630108144650094,0.1259351400653994,0.30952380952380953,0.5024461839530333
Nfu_g_1_009250,0.10153478976820018,-0.09774252691784824,0.9371710791261378,0.42063492063492064,0.6078687572590011
Nfu_g_1_009468,0.4709532441429065,-0.057273528646966554,0.6420576899037176,0.30952380952380953,0.5024461839530333
Nfu_g_1_009514,-0.19033737364190273,-0.9653869261703676,0.015000121330565719,0.30952380952380953,0.5024461839530333
Nfu_g_1_010007,0.6688721751248288,0.14889455931987783,1.131294437275077,0.15079365079365079,0.33874971789663727
Nfu_g_1_010204,0.16342566275996973,-0.42679746354824744,0.282612620769747,1,1
Nfu_g_1_010624,1.2259106377489282,-0.19477732634463152,1.374494288674022,0.30952380952380953,0.5024461839530333
