protein,l2FC,Q1,Q3,p,padj
AIM1B,-0.35758079463104764,-0.4625941878138988,-0.16973581081091282,0.1111111111111111,0.17444856730571015
AIMP1,-0.5630425127781855,-0.7427931694204366,-0.5187391335252283,0.015873015873015872,0.03882236902468116
AIMP2,-0.3594496787426351,-0.4145255605829128,-0.2667745085308839,0.015873015873015872,0.03882236902468116
AIOLOS,-0.2918769813101303,-0.6778135172289192,0.23079379630348296,0.5555555555555556,0.6406252957096084
AIP,0.26142632885998296,0.057680743723567574,0.3151766665299167,0.1111111111111111,0.17444856730571015
AK1,0.959701591529031,0.6322284227588497,1.212729088580053,0.031746031746031744,0.06471563833804123
AK2,-0.13423418201385928,-0.31728869311248253,-0.1035071887892407,0.015873015873015872,0.03882236902468116
AK3,-0.15401777407296535,-0.443877380959389,0.32280478570481996,0.9047619047619047,0.9272234476594151
AK4,0.9730573164441658,0.6605698667513291,1.0761634304239198,0.015873015873015872,0.03882236902468116
AKAP10,-0.16219062993813793,-0.25409883660048305,-0.04632886206308928,0.19047619047619047,0.2713073447346538
AKAP11,-0.015436482491899994,-0.18931432137937065,0.13160283886824864,0.9047619047619047,0.9272234476594151
AKAP12B,-0.20071907096732744,-0.3013428992905025,-0.005535567242608508,0.19047619047619047,0.2713073447346538
AKAP13,0.23812578973857867,0.03409153079699223,0.2901299717879171,0.19047619047619047,0.2713073447346538
AKAP17A,0.17986103504974693,0.16494197800556343,0.28992377479937215,0.015873015873015872,0.03882236902468116
AKAP7,-0.133821773529041,-0.3358985986775429,-0.07190862777628881,0.1111111111111111,0.17444856730571015
AKAP8L,0.007652409074967892,-0.035582411627373745,0.20288980220490505,0.7301587301587302,0.7914144417506569
AKR1A1A,1.0357722140274994,0.5294791870335924,1.301854418324841,0.031746031746031744,0.06471563833804123
AKR1A1B,0.5995382329762187,0.45659336821967766,0.7061723604295151,0.015873015873015872,0.03882236902468116
AKR7A3,0.514828900642339,0.3885300376986702,0.5597119677749118,0.015873015873015872,0.03882236902468116
AKT1,-0.08698404087001421,-0.2751877289091835,-0.03686722077339066,0.19047619047619047,0.2713073447346538
AKT1S1,-0.19946173685481838,-0.26337921639959117,-0.05410548097502943,0.1111111111111111,0.17444856730571015
AKT2L,-0.09526529618871749,-0.27180822650329794,-0.005415378905508028,0.2857142857142857,0.3744986862121421
AKT3,-0.36791214913855086,-0.5120634240370139,-0.30182538605777065,0.015873015873015872,0.03882236902468116
AKTIP,0.8181019272880299,0.7594922217369975,0.9041680581035969,0.015873015873015872,0.03882236902468116
AL928657.1,0.30090222085581786,0.17110907669837694,0.5190093268518474,0.06349206349206349,0.11115626321212045
AL928724.1,-0.37423525438351035,-0.6060530511298508,0.49879395583157304,1,1
AL929007.1,0.019473199555719134,-0.20140031335835573,0.12882951100955786,0.7301587301587302,0.7914144417506569
AL929039.2,0.8213361063991673,0.6835465368230489,0.9398134283111514,0.015873015873015872,0.03882236902468116
AL929115.2,0.19981915279072027,0.13826149613897343,0.663928013674723,0.1111111111111111,0.17444856730571015
AL929222.1,0.06596517070445174,-0.16554283747197918,0.13963047020609043,0.7301587301587302,0.7914144417506569
AL929434.1,0.28322175321591203,-0.031492803339777886,0.47093632915405514,0.5555555555555556,0.6406252957096084
AL954137.2,-1.1878458399232734,-1.684967410840506,-0.9056155365647562,0.015873015873015872,0.03882236902468116
AL954372.1,0.14898797686687715,0.06617498239190311,0.18011959498112606,0.06349206349206349,0.11115626321212045
AL954696.1,-0.027053238059913554,-0.08861941162861786,0.08422977543174515,0.9047619047619047,0.9272234476594151
ALAD,-0.02572760833970733,-0.03510572742831286,0.14180628825045094,0.9047619047619049,0.9272234476594151
